page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
301,t_p_120_1176_p000301,medium,True,needs_human_review,detailed_parts_list,,table,130,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
63. 190 |AM03078-22 ASHTRAY ooseccccccccceesssssesesseesesstttvesvnneeee F065846 2
200 | 120-37735-001 LINING ASSY, - ARMREST oo... VS4956 3
210 | 120-40796-001 COVER, TRIM, FRONT o...ccccccccccssceeceen VS4956 1
220 | 120-40796-003 COVER, TRIM, FRONT o...ccccccccccssceeceen VS4956 2
230 | 120-40795-001 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1
-231 | 120-40795-002 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1
240 | 120-40888-001 COVER, TRIM,REAR-MOVABLEARMREST VS4956 1
ATTACHING PARTS
250 | MS24693-C24 SCREW ooeccccccescessecsssessesssestetesesstinseeennseen 12

USAGE CODE LIST

A AIRCRAFT 120035 THRU 120048,
120052, 120056 AND 120059

B AIRCRAFT 120035 THRU 120037,
120056, 120059

C AIRCRAFT 120038 THRU 120048,
120052, 120056, 120059

-ITEM NOT ILLUSTRATED
Double Passenger Seat (120-36834-513)

Figure 63
Sheet 3",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000301.tif,,needs_review,
302,t_p_120_1176_p000302,medium,True,needs_human_review,table_or_index,,table,137,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
7 oe 7
a
i a SAN
fo TSS SN
VS. ~< Sy \ \
\\\ NED \ 4
190 MS u- an \ \ 20
WS NAN
NN 30
\ 40
1 i A 20
260 180 a (C) <a
70 30
Ba 5
YEO EA (~~ © a
f. CETL 40
‘aa aa Ge
50 G SF
IFT |®) ®
<7
210 rae ihe. <
nk (C SF
240 LVF
Tag
260 y (A)
220 ‘yo
ie OMOR.| 4
Se SMS
~Z£ SX
| 10 Ss
veo 150 +50 170
OF
120 80 i
200 110
WF 210 260 80
230 250 m LA}
| _ 0 0/ | 110
| SX / i. i 90
8) 00 to i, iY]
260 | “te
& | 130 he
| 100
260 -—
| 120TP250066.MCE
Double Passenger Seat (120-36834-517)
Figure 64
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1243
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000302.tif,,needs_review,
305,t_p_120_1176_p000305,medium,True,needs_human_review,table_or_index,,table,112,1,table_or_index_medium_or_ambiguous,"MAINTENANCE MANUAL WITH

-< EMBRAER

ILLUSTRATED PARTS LIST

170

SN

aN

20

H

N\

40

30

2

a

20

250

me

A

180

“©

30

70

ea

OS

(a) (8)

A

an

40

L/\, (D)

fA

<n

ee Aan

BA

SF

CIE

50

QQ

Lao

(A) ®)

200

10

230

<

Q

C7

r]

210

250

250

Sc)

(C) ©

x

SY

y

REZ

iA

10

250 A

160

(D) 50

80 go

120

10

SD

200 250

80

220

240

C,

ON

QY

vy 2 ""

110

90

100 100

250 |

@,

7

130

Sf

120

110

100

250 A

120TP250062A.MCE

Double Passenger Seat (120-36834-519)

Figure 65

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1246

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000305.tif,,needs_review,
308,t_p_120_1176_p000308,medium,True,needs_human_review,table_or_index,,table,106,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

160

AS

SX

20

aN

2

a

\N

\

40

30

230

<<

20

150

<<) ©

A

70

30

aa

S

ay

60

al

(a) ®

40

CA

aw

V (4

CIE

50

QD

SE,

Ls

(A) 8)

180

10

Sa

210

<

Sa

SF

230

<I

190

230

Sc)

Cc) ©

Sv

XS

y

>

Le

Z

@

10

o90-*

(D) 80

80 980

OD

180 230

10

80

200

220

SAN

‘

90 90 /

<i

110

100 100

<

90

230 | K

cL

130

Gf

120

110

100

230-4

120TP250069A.MCE

Double Passenger Seat (120-36834-523)

Figure 66

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1249

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000308.tif,,needs_review,
310,t_p_120_1176_p000310,medium,True,needs_human_review,detailed_parts_list,,table,112,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
66 180 | 120-37735-001 . LINING ASSY, - ARMREST ............0:ceee VS4956 3
190 | 120-40796-001 . COVER, TRIM, FRONT ..............c ccc eeeee VS4956 1
200 | 120-40796-003 . COVER, TRIM, FRONT ..............c ccc eeeee VS4956 2
210 | 120-40795-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-211 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
220 | 120-40888-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 1
ATTACHING PARTS
230 | MS24693-C24 SCREW ooo cccccccccccccccccscesncssnsssseesaeeeeeeees 12
USAGE CODE LIST
A AIRCRAFT 120036 THRU 120048 AND
120052
-ITEM NOT ILLUSTRATED
Double Passenger Seat (120-36834-523)
Figure 66
Sheet 3
EFFECTIVITY: ALL 25-21 -00
Page 1251

T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000310.tif,,needs_review,
311,t_p_120_1176_p000311,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
4
YD
SF}
EE
G SF
oe ee
SF
yf FT)
20 >
10 2
70 —, 4 [|Z \
100 —— | >
CE- ie. /
Ly 7 Sl / ‘
) | 100
90 re
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! Ne. a
~ / / / “NO
~S ! / f |
— toy 7 80
~N a Z a
120TP250070.MCE
Double Passenger Seat (120-50645-003/013/035)
Figure 67
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1252
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000311.tif,,needs_review,
313,t_p_120_1176_p000313,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
4
YQ
SF}
EE
G SF
oe ee
LTS
~~ PAD (A)
aye LB)
iS)
20
10 67
70 —, 4 [|Z \
100 —— | >
CE- 7 ™e /
jel
| 100
90 L ;
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! i, a
< / | i 9
~S ! / f |
— toy 7 80
7 J a ®
120TP250070.MCE
Double Passenger Seat (120-50645-023)
Figure 68
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1254
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000313.tif,,needs_review,
317,t_p_120_1176_p000317,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
4
YD
SF}
EE
G SF
oe ee
LTS
~~ PAD (A)
aye LB)
iS)
20
10 67
70 —, 4 [|Z \
100 —— | >
CE- 7 ™e /
jf 7 |
) | 100
90 re
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! i, a
< ae:
~S ! / f |
— toy 7 80
7 J a ®
120TP250070.MCE
Double Passenger Seat (120-50645-025)
Figure 70
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1258
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000317.tif,,needs_review,
319,t_p_120_1176_p000319,medium,True,needs_human_review,table_or_index,,table,87,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
1
Q
SF}
EE
(EC SF
DPF.
LIS
~~ PAD (A)
oS gy SFY
Wp CL TB)
S)
20
10 6
70 —, 4 [|Z \
100 —— | >
CE- 7 ™e /
yo” |
) | 100
90 L ;
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! i, a
< jf i 9
~S ! / f |
— toy 7 80
~N a Z a
120TP250070.MCE
Double Passenger Seat (120-50645-009/019)
Figure 71
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1260
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000319.tif,,needs_review,
321,t_p_120_1176_p000321,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
4
YD
SF}
EE
G SF
oe ee
LTS
~~ PAD (A)
aye LB)
iS)
20
10 67
70 —, 4 [|Z \
100 —— | >
CE- 7 ™e /
jf 7 |
) | 100
90 re
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! i, a
< ae:
~S ! / f |
— toy 7 80
7 J a ®
120TP250070.MCE
Double Passenger Seat (120-50645-029)
Figure 72
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1262
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000321.tif,,needs_review,
323,t_p_120_1176_p000323,medium,True,needs_human_review,table_or_index,,table,82,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
1
<F
ail
(EC SF
DPF.
<S
yf FT)
S)
20
10 6
70 —, 4 [|Z \
100 —— | p>
a f ~_"" /
Ly Se fi
J Sy!
jf! | |
) | 100
90 c |
80 ‘A “Sts. 59 —__* /
NR oS QO! /
(BY ~. 10. OS: tL
sy / / f
. s— EIS,
f Yo ! & ~
~ / / / ro)
~S ! / f |
— toy 7 80
7 J a ®
120TP250070.MCE
Double Passenger Seat (120-50645-007/017/037/039/043)
Figure 73
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1264
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000323.tif,,needs_review,
325,t_p_120_1176_p000325,medium,True,needs_human_review,table_or_index,,table,83,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
4
YD
SF}
EE
G SF
oe ee
LTS
~~ IS (PO? (A)
aye LB)
iS)
20
10 67
70 —, 4 [|Z \
100 —— | >
CE- 7 ™e /
jf 7 |
) | 100
90 re
NR SS ew J
“S10 Sy ff)
(B) SA a v/ ff
. s— RT Soa
! i, a
< ae:
~S ! / f |
— toy 7 80
7 J a ®
120TP250070.MCE
Double Passenger Seat (120-50645-027)
Figure 74
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1266
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000325.tif,,needs_review,
329,t_p_120_1176_p000329,medium,True,needs_human_review,normal_text,,normal_text,64,1,semantic_or_mixed_route_requires_human_review,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
ara 40
<> }
<n a <->
3 i] ~S >
Ly
(SF (B) “7 30
= we, SS 7
10 Sk (A) A NN
: sans | Y
x eS
6 A > ——
| u
(C)
Ly 120 (B)
2
—e, 7 | 180 |
1307 ; J | 220 —— (A)
op ad
i390"" - 4
120TP250071.MCE
Triple Passenger Seat (120-41826-001/501)
‘Sheet
EFFECTIVITY: ALL 25-21 -00
T.P. 120/1176 “Sep 3098
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000329.tif,,needs_review,
331,t_p_120_1176_p000331,medium,True,needs_human_review,detailed_parts_list,,table,99,1,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
16 ATTACHING PARTS
210 | PE1/001-3PR PLUG, NYLON 0... eeeceeeetteetereterenees 3
220 | MS24693-C26 SCREW 0... ccececcceereeeesereeeeneeeeeeeeeeenes 9g
230 | AN960-8 ~ WASHER ec ceecceeeeereeeeeeeeneteeeteretenenees 3

USAGE CODE LIST

A AIRCRAFT 120049 THRU 120051 AND
120053 THRU 120171

B AIRCRAFT 120104 THRU 120308 AND
120310

C AIRCRAFT 120049, 120051, 120053
THRU 120059, 120172 AND ON

D AIRCRAFT 120050, 120060 THRU
120171

-ITEM NOT ILLUSTRATED
Triple Passenger Seat (120-41826-001/501)

Figure 76
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1272

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000331.tif,,needs_review,
332,t_p_120_1176_p000332,medium,True,needs_human_review,table_or_index,,table,125,2,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
60 20
. 30
Nae (C) 190 220 SS 20
( 50 iy 30
(ANS oN SS 20
Sy, 200 / /220
SEY (B) ee / ~ 30
6 On jaa SS
a cL 200 | /220
~\_
IK
0 —— ty yy (A) f y
(4 Le
\ S
~~ Bos] _@
© OO fe
10 el Oo
Po Q
——
Oa;
Wk
,
1 30 120 i (B) 160
l ~S
1
140 ys 130 ; 0 170
150 —e, .7 | 80 180 |
a 1507 4% ii / 299 -—— | (A)
130-—<}y9 130
130 ""ye 60 |
409.~—C(C0 io’ » (Sy ,
130 140 230 ——
a an ny a4
130 210
120CMM251005.MCE
Triple Passenger Seat (120-61549-501/503 and 120-41826-521/535)
Figure 76A
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1272A
T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000332.tif,,needs_review,
334,t_p_120_1176_p000334,medium,True,needs_human_review,detailed_parts_list,,table,105,6,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY

76A ~~ 170 | 120-40636-001 . LINING ASSY, - ARMREST ............0.:ceee VS4956 3

180 | 120-41475-003 . COVER, TRIM, FRONT ..............c ccc eeeee VS4956 3

190 | 120-41474-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1

200 | 120-41231-001 . COVER, TRIM, REAR - MOVABLE VS4956 2

ARMREST. o........cccccccesesseeeeeeeeeceeecssssteseeeeees
ATTACHING PARTS

210 | PE17001-3PR PLUG, NYLON ooo. cece ceeteteeeeeenees VS4956 3

220 | MS24693-C26 SCREW, 20. ccccccccccccccccscesscsstsseeesaeeeeeeees 9

230 | AN960-8 ~ WASHER ou... ccccccccccccecccceestettseaeaeeeeeeees 3

-ITEM NOT ILLUSTRATED
Triple Passenger Seat (120-61549-501/503 and 120-41826-521/535)
Figure 76A
Sheet 3
EFFECTIVITY: ALL 25-2 1 -() 0
Page 1272C/D

T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000334.tif,,needs_review,
336,t_p_120_1176_p000336,medium,True,needs_human_review,table_or_index,,table,107,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
80 40 20
Se 50
o ~“S 2 x
| // 70 (C) 180 200 \ 40 20
(/ 60 (A) NN YZ 30
ae XC"" 40 20
S 190 / /200
> 50
EF ® UY es
~ (A) RX,
+0 (Z ZL 190 bod NY s
OS ZK
\ =
SQ Oe, sy) ©
<> 1
Pe
Na)
oe —
7
We
MP
NWA
0 5 (C)
fel /e\( » ‘
140\  \439 ; 90 OB 160
140 —, | 90 170 |
120 130 i 130 | 200 — : (A)
wo |
ew , 140 100
120—*y
110 oa, 200 4
120TP250072.MCE
| Triple Passenger Seat (120-36835-001/501)
Figure 77
Sheet 1
EFFECTIVITY: ALL
25-21-00 Page 1273
T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000336.tif,,needs_review,
338,t_p_120_1176_p000338,medium,True,needs_human_review,detailed_parts_list,,table,71,1,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM | PER
NUMBER TO ASSY
77 ATTACHING PARTS
200 | MS24693-S24 SCREW ooo. ceeeeeeeeeeeeeeeeeeeeeenes $s)

USAGE CODE LIST

A AIRCRAFT 120036 THRU 120048 AND
120052

B AIRCRAFT 120038 THRU 120048
C AIRCRAFT 120034 THRU 120037

-ITEM NOT ILLUSTRATED
Triple Passenger Seat (120-36835-001/501)

Figure 77
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1275

T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000338.tif,,needs_review,
339,t_p_120_1176_p000339,medium,True,needs_human_review,table_or_index,,table,94,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
70 20
Nee (C) 170 200 SS 20
"" (AS NN SS 30
JF 180 20 =
am o (A) 7 oN SS 4
(@ i 180 / /200 *
10 C TS y/ (A) ()
\ S
SS ones |
10 VY Ke Zz:
ZA =
ez Q
oe SS
7
We
,
\ \120 ; 30 F150
a. 80 160 LPP
ve 90 | o a
120 s o 200 —— | (A)
110 lz
we 120. a 90
120 190
120TP250073.MCE
Triple Passenger Seat (120-46137-001/501)
Figure 78
Sheet 1
EFFECTIVITY: ALL 25-21 -00
Page 1276
T.P. 120/1176 Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000339.tif,,needs_review,
341,t_p_120_1176_p000341,medium,True,needs_human_review,detailed_parts_list,,table,72,1,detailed_parts_list_not_strong_enough,"€& emenncr

USAGE CODE LIST

A AIRCRAFT 120104 THRU 120308 AND
120310

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
18 ATTACHING PARTS
190 | PE1/7001-3PR PLUG, NYLON 0... eeeceeeetteetereterenees 3
200 | MS24693-C28 SO 9g
210 | AN960-8 ~ WASHER ec ceecceeeeereeeeeeeeneteeeteretenenees 3

-ITEM NOT ILLUSTRATED

Triple Passenger Seat (120-46137-001/501)
Figure 78
Sheet 3

EFFECTIVITY: ALL

25-21 -00 Page 1278

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000341.tif,,needs_review,
342,t_p_120_1176_p000342,medium,True,needs_human_review,table_or_index,,table,81,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
80 (}
180 A Lyd: 130
eB
160 110 120 400 (A)
5 x S 6
| SS /——-170 Fe
o NG A . i =e
we ~~ ‘JT —— 150 LP \
S LA / Be
CLE 30 a | \
ON :
40
“
a 50
90 (D) on
70
@
190 210,
Be 10 —&
120 7 L
: ee ee
Sal N6f 140
J . oe
120TP250074.MCE
Single Passenger Seat Structure (120-29067-001)
Figure 79
Sheet 1
EFFECTIVITY: ALL
25-21-00 Page 1279
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000342.tif,,needs_review,
345,t_p_120_1176_p000345,medium,True,needs_human_review,table_or_index,,table,80,1,table_or_index_medium_or_ambiguous,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
80
Sy ; /) =
190 (\\ _ 140
st QI
70 120 130 Ho (A)
a
G ~ ©
/_ —— 180 Se
SEF WA _ 60
we ~ i 160 LP \
QE [Pe
mK \ (B) ~
a
8 50
100 (D) oc
70 |
@
200 oo
__g
Qty =
180 ~~ VU
} 8 aa
EAS XK oo (D)
SSA SG 155
SNE
I 210 &S3
\ 150
120TP250075.MCE
Single Passenger Seat Structure (120-29067-019/029)
Figure 80
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1282
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000345.tif,,needs_review,
