page_number,page_id,source_member,legacy_route,suggested_canonical_route,suggested_route_confidence,auto_seeded_gold_route_label,human_gold_route_label,final_gold_route_label,decision_source,final_review_status,human_review_required,review_priority,review_notes,source_review_file,ocr_word_count,part_number_count,source_image_path,ocr_sample_text
229,t_p_120_1176_p000229,00000229.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,244,12,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000229.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
39 180 | 120-36843-001 . HOLDER, MAGAZINE...........0::ceeeeetteeee VS4956 2
ATTACHING PARTS
-185 | 1002-F FASTENER BUTTON, MALE................06. E0/75221 4
-186 | H14-04 NUT eee ee eneeeeeeeentieeeeetentieerereeas V15653 4
-187 | AN960-3L WASHER. ..... 0... ceccceeeeeceeeeenteceereteeenereeeeseneeees 4
-188 | MS24693-C5 SCREW... ceccccceeeceeeeeereeeeereteeentieeeeseees 4
|
|
190 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 Cc 1
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 | 119/315 2
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) 0 VS4956 | 316/999 2
210 | AM03078-30 ASHTRAY 000... cceeereceeeereeettteeeenreeeenneeeenes "
230,t_p_120_1176_p000230,00000230.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,94,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000230.tif,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
40
“aS 20 40 \
ANN 20
300 180 >, vs 7 se 30
230 Q (B) ~~
Sa SFI p
70 <a) F (A) (B)
ey 10 , ( <_”
VY © | oF |
/ 60 (Tat (®)
an 6 PRI
SGA
' FF ww ‘ 60
° SS ie
150
(C) ao
120 | 80 80
210 <p tbo 290 Sey | 80
240 250 \ 7
Y i ae © 90 90° / 9 "" F100
| 110 <a
ody me 100 130 Cf 120
370 OO
260-——°
Double Passenger Seat (120-42548-003/503)
Figure 40
Sheet 1
EFFECTIVITY: ALL 25-21 -00 age 1177
Sep 30/98
"
231,t_p_120_1176_p000231,00000231.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,194,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000231.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM | PARTNUMBER | STOCK aaa EODE. FROM| PER
NUMBER To | ASSY
40 - | 120-42548-003 DOUBLE PASSENGER SEAT ASSY............ vs4956| A REF
- | 120-42548-503 DOUBLE PASSENGER SEAT ASSV........... VS4956 | 172/999] REF
1 | 120-29068-019 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-92) eee ceccceccecsesssseessessseessesssvesseeee vs4956] A 1
-2 | 120-29068-041 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-93) eeceeccccceessecssesssessvesseesseesseeen vS4956 | 172/999] 1
10 | 120-33774-001 _ LINING ASSY, SEAT BOTTOM ..........cc000+- VS4956 2
20 | 120-42221-001 _ LINING ASSY., SEAT BACKREST............ VS4956 2
30 | 120-42070-001 _ FOAM ASSY, SEAT BACKREST .......-...+- VS4956 2
40 | 120-45726-001 / COVER, PLASTIC o..cccccccscesssesseesssesseeesseeee vs4956] B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET...........-.. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE.......cccccccscc"
232,t_p_120_1176_p000232,00000232.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,217,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000232.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
40 180 | 120-36843-001 . HOLDER, MAGAZINE................c cece VS4956 2
190 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) ......... ee. VS4956 2
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee. VS4956 C 1
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee VS4956 | 119/315 2
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ......... ee VS4956 | 316/999 2
210 | AM03078-30 ASHTRAY 0... ccccccccccccccceceeeeceeetseetttsaeesnanees E065846 | 060/999 2
-211 | AM03078-22 ASHTRAY uu... ccccccccccccccceececccceeseeesttseneeaneees E065846| 057/058 2
220 | 120-40636-001 . LINING ASSY, - ARMREST ............00::cee VS4956 2
230 | 120-41784-002 . COVER, TRIM, LATERAL .................0ce VS4956 1
2"
233,t_p_120_1176_p000233,00000233.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,112,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000233.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

fran N

~wN

Iss sa N

ww

\\

NN

\

\\

~ NS

~ ON

we

WN

20

180

hy

LN

30

<Q

I

20

30

70

<~

60

EL|

(n) ®)

Je

BA

/

50

CIE

oo

Q

LF

ky

(A) 8)

(PL

220

10

190

Q

fl

280

230

280

Sc)

C) ©

y

N77

S¥

SY

270

10

260

50

170

250

(D) » 160

80

120

80

110

220

280

80

240

OD

100

200 \

A

oN

90 90° /

110

110

Cl

90

280

100 100

SY

130

<]

120

270

110

100

260 —

250-°

120TP250052.MCE

Double Passenger Seat (120-42548-005/009/505/509)

Figure 41

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1174

Sep 30/98
"
234,t_p_120_1176_p000234,00000234.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,221,14,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000234.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
41 - | 120-42548-005 DOUBLE PASSENGER SEAT ASSy .......... vs4956| A REF
- | 120-42548-009 DOUBLE PASSENGER SEAT ASSyY .......... vs4956| A REF
- | 120-42548-505 DOUBLE PASSENGER SEAT ASSyY ......... VS4956 | 172/999] REF
- | 120-42548-509 DOUBLE PASSENGER SEAT ASSyY ......... VS4956 | 172/999] REF
1 | 120-29068-023 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-96) ooo eeeccececescssseeeeeesteteeetenteenee . vs4956]} A 1
-2 | 120-29068-027 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-102) oooeecceccecscscesessesteteeeteeteenee . vs4956]} A 1
-3 | 120-29068-045 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-104) ooo eeccecccecccceesseeteeseetneeeeeee . VS4956 | 172/999] 1
-4 | 120-29068-051 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-98) ooo eecccecccsece cesses teesseeeeeeeeeee . VS4956 | 172/999] 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM."
235,t_p_120_1176_p000235,00000235.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,198,8,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000235.tif,"€& emenncr

MAINTENANCE MANUAL WITH

USAGE CODE LIST

A AIRCRAFT 120057,120058 AND 120060
THRU 120171

B AIRCRAFT 120104 THRU 120308 AND

120310

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
A ATTACHING PARTS
150 |H14-04 NUT eccccccsscssseesssssseesssssnsesssstineeenetmteeseeeeees 15653 3
160 | AN960-4L WASHER ooo eeccesccsssosseessseseeseesseneesensenees 3
170 | MS24693-C3 SCREW ooeeccccccssssssecsssssesesesseteesesenseeeveneeen 3
180 | 120-36843-001 HOLDER, MAGAZINE ......ccsccccccssceeeeeen VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 4
-186 |H14-04 NUT ecccccesscssseeessssseesssevnseessstteeserevtneseneeess 15653 4
-187 | AN960-3L WASHER ooo ecccccsessesseesssvestesesesstnessereteeeeen 4
-188 | MS24693-C5 SCREW ooeeccccccsssssseesssssesssesvtteessstnseeevnneee 4
190 | 120-41474-001 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1
-191 | 120-41474-002 _C"
236,t_p_120_1176_p000236,00000236.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,104,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000236.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

aS

XY

20

2

2

“N

\

\

30

iQ

20

310 180

190

©

70

30

ee

Ys

EX

(a) ®)

oY

A!

CE

a

50

<F

a

OQ

<Iy

(A) 8)

220

10

260

QD

O

t/

230

300

i

300

QW

C) ©

P

,

140

290

10

170

zo

150

(D) wo

120

80 980

10

OD

220 300

100

80

240

250 \

“

<L

SN

90 90° /

<

110

90

300

100 100

Se,

130

110

A

120

29

100

280

270-°

120TP250050.MCE

Double Passenger Seat (120-42548-007/507)

Figure 42

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1177

Sep 30/98
"
237,t_p_120_1176_p000237,00000237.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,201,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000237.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
42 - | 120-42548-007 DOUBLE PASSENGER SEAT ASSy .......... vs4956| A REF
- | 120-42548-507 DOUBLE PASSENGER SEAT ASSyY .......... VS4956 | 172/999] REF
1 | 120-29068-025 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-102) ooo eecccececcecceseeeeeeteneeeseeeeee _ VS4956} A 1
-2 | 120-29068-043 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-104) ooo eeeccccccceccetseeeeseteeteeeeeeeen . VS4956 | 172/999] 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM .......000..-. VS4956 2
20 | 120-42221-001 _ LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST 0.0... VS4956 2
40 | 120-45726-001 COVER, PLASTIC .o...ccccccccccsscseeessesteeeeeen vs4956| 8B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 8
70"
238,t_p_120_1176_p000238,00000238.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,260,12,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000238.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM} PARTNUMBER STOCK vase EODE. FROM} PER
NUMBER TO ASSY
42 180 | 120-36843-001 . HOLDER, MAGAZINE ......00.. ce VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE .................... E075221 4
-186 | H14-04 Na V15653 4
-187 | AN960-3L A AY ANS) | ml 4
-188 | MS24693-C5 O10) ad moh | 4
190 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) 0.0... VS4956 2
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ooo.ccccee vs4956]} C 1
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 119/315 2
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 326/999 2
210 | AM03078-30 NS) mB 0.) Gr E065846 | 060/999 2
-211 | AM03078-22 NS) oO 0) E065846 | 057/058 2
220 | 120-40636-001 . LINING ASSY, - ARMREST ........000000000.. VS4956 3
230 | 120-414"
239,t_p_120_1176_p000239,00000239.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,105,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000239.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

aN

SX

20

2

NN

\\

30

2

a

20

300 180

190

Ae

70

30

oes

60

C7?

Fl (@) ©

<N

oo~

ae

(74)

(so

CIE

QQ

<>

(A) ®)

220

10

260

<s

Q

230

300

JS

300

NY

C) ©

QW

S

y

140

®,

10

290

150

170

e707

(D) » 160

120

80 g0

220 300

110

80

240

210 S

100

250 \

ae

<

110

90 90° /

110

SL

90

300 |

100 100

130

(77)

120

Oi,

110

280

290

100

270-°

120TP250053.MCE

Double Passenger Seat (120-45851-001/501)

Figure 43

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1180

Sep 30/98
"
240,t_p_120_1176_p000240,00000240.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,212,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000240.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
43 - | 120-45851-001 DOUBLE PASSENGER SEAT ASSY ......... VS4956 | 071/171} REF
- | 120-45851-501 DOUBLE PASSENGER SEAT ASSY ......... VS4956 | 172/999} REF
1 | 120-29068-031 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-89) occ cece eee ee ee eeeteeeee VS4956 | 071/171 1
-2 | 120-29068-053 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-89) occ cece eee ee ee eeeteeeee VS4956 | 172/999 1
10 | 120-45847-001 . LINING ASSY., SEAT BOTTOM .............. VS4956 2
20 | 120-45848-001 . LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............ VS4956 2
40 | 120-45726-001 . COVER, PLASTIC oo. VS4956 A 2
50 | 120-36842-003 . STOWAGE ASSY., LIFE JACKET ............ VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALLE ................... E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON M"
241,t_p_120_1176_p000241,00000241.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,218,12,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000241.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNIT
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM PER
NUMBER To | ASSY
43-180 | 120-37313-001 -HOLDER, MAGAZINE «0... VS4956 2
ATTACHING PARTS
-185 | 1002-F FASTENER BUTTON, MALE ©0000... E075221 4
-186 |H14-04 NUT ecccccesscssseeessssseesssevnseessstteeserevtneseneeess 15653 4
-187 | AN960-3L WASHER ooo. cssssssssssossseesesesteessesseneeeenvenees 4
-188 | MS24693-C5 SCREW ooeeccccccsssssseesssssesssesvtteessstnseeevnneee 4
190 | 120-42660-001 _ TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) ...cccecscccee VS4956 3
200 | 120-41208-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) o.oo VS4956 | 071/118] 5
-201 | 120-47462-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... VS$4956 | 119/315] 5
-202 | 120-61610-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... VS$4956 | 316/999] 5
210 | AM03078-30 ASHTRAY oo cecccccsssssssseesessseesesesttnteses"
242,t_p_120_1176_p000242,00000242.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,92,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000242.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

SX

AN

20

30

NN

.

Q

)

\

»

N

20

290 180

30

190

=,

-

230

(74)

/@®e

70

LFA

is

<

YQ

J

O

t/

Je

ln

50

XX

S

y

REZ

10

SS

50

170

(C) ao

80 89

120

man <o)

10

80

240

250

100

4

ae

90 90° /

C,

LF) 110

90

110

100 100

<

290 oS

130

120

270 —S

280 ——

110

100

260 ——2

120TP250054.MCE

Double Passenger Seat (120-45851-003/503)

Figure 44

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1183

Sep 30/98
"
243,t_p_120_1176_p000243,00000243.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,200,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000243.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE | NOMENCLATURE VENDOR] EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK | 1234567 CODE | FROM| PER
NUMBER To | ASSY
44 - | 120-45851-003 DOUBLE PASSENGER SEAT ASSyY ......... VS4956 |071/171| REF
- | 120-45851-503 DOUBLE PASSENGER SEAT ASSY .......... VS4956 | 172/999] REF
1 | 120-29068-033 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-92) ooo.cccecscssseesssssseeesesseeseseserenseee vs4956 |071/171| 1
-2 | 120-29068-055 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-93).....cccccsssssseessssseeeeseeseeessesssenteee vs4956 | 172/999] 1
10 | 120-45847-001 LINING ASSY., SEAT BOTTOM .......c0..0. VS4956 2
20 | 120-45848-001 _ LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 FOAM ASSY., SEAT BACKREST 0.0... VS4956 2
40 | 120-45726-001 COVER, PLASTIC oo.cccccccsscessssseeessssseeeeeen vs4956| A 2
50 | 120-36842-003 . STOWAGE ASSY., LIFE JACKET .............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER"
244,t_p_120_1176_p000244,00000244.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,218,11,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000244.tif,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
44 180 | 120-37313-001 . HOLDER, MAGAZINE ........ cece VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE ................00. E075221 4
-186 | H14-04 NUT occ tetttetettteeeceeeeeeeeeeeeeeeeeees V15653 4
-187 | AN960-3L ~ WASHER oo... ccccccccecceeettestsesseeeeeeeees 4
-188 | MS24693-C5 SCREW oo... ccccccceceeeeceeeeeeeeeeeneeneneenees 4
190 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) oo... VS4956 2
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... VS4956 | 071/118 2
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) «0.0... VS4956 | 119/315 2
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... VS4956 | 316/999 2
210 | AM03078-30 ASHTRAY uo. ccccccccccccccccececceeeetstetsassaneeaneees E0"
245,t_p_120_1176_p000245,00000245.tif,table,table_or_index,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,113,1,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000245.tif,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

4 yaw

NN ~

Is NS ~7N

ww we

WN

~S N

~ \)

WW

\

=

~~

a ONS

\'s

a

<

~~

20

30

180

2

ly

Pa

20

70

30

<>

L/,

<N

&

C?

(a) (B®

ae

(7)

50

CIE

<>

ky,

(A) 8)

Sea

(PP

220

10

190

QD

t/

280

230

280

NY

©) ©

y

:

N77

SY

p

10

260

270

150

170

250

(D) a

120

80 g09

110

220

280

80

240

OD

200

100

<,

ON

Q\

90 99

110

90

110

<

280

100 100

p

130

</

120

270

110

100

260

=

250—*

120TP250055.MCE

Double Passenger Seat (120-45851-007/507)

Figure 45

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1186

Sep 30/98
"
246,t_p_120_1176_p000246,00000246.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,222,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000246.tif,"€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
45 - | 120-45851-007 DOUBLE PASSENGER SEAT ASSY ......... VS4956 | 071/171} REF
- | 120-45851-507 DOUBLE PASSENGER SEAT ASSY ......... VS4956 | 172/999} REF
1 | 120-29068-029 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-97) occ ccc ceeeeee ates eee e eee VS4956 | 071/171 1
-2 | 120-29068-047 . STRUCTURE, ASSY. (SEE FIGURE
29-21-00-97) occ ccc ceeeeee ates eee e eee VS4956 | 172/999 1
10 | 120-45847-001 . LINING ASSY., SEAT BOTTOM .............. VS4956 2
20 | 120-45848-001 . LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............ VS4956 2
40 | 120-45726-001 . COVER, PLASTIC oo. VS4956 A 2
50 | 120-36842-003 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ................00. E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTT"
