page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
276,t_p_120_1176_p000276,table,detailed_parts_list,table,validated_primary_route,PASS,100.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,248,14,"[""table_subtype"", ""strong_part_number_density"", ""row_structure_signal"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000276.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000276.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000276.txt
277,t_p_120_1176_p000277,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,128,6,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000277.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000277.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000277.txt
278,t_p_120_1176_p000278,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,108,1,[],00000278.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000278.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000278.txt
279,t_p_120_1176_p000279,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,186,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000279.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000279.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000279.txt
280,t_p_120_1176_p000280,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,160,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000280.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000280.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000280.txt
281,t_p_120_1176_p000281,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,111,0,[],00000281.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000281.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000281.txt
282,t_p_120_1176_p000282,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,180,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000282.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000282.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000282.txt
283,t_p_120_1176_p000283,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,160,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000283.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000283.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000283.txt
284,t_p_120_1176_p000284,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,99,1,[],00000284.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000284.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000284.txt
285,t_p_120_1176_p000285,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,186,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000285.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000285.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000285.txt
286,t_p_120_1176_p000286,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,137,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000286.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000286.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000286.txt
287,t_p_120_1176_p000287,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,92,1,[],00000287.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000287.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000287.txt
288,t_p_120_1176_p000288,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,214,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000288.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000288.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000288.txt
289,t_p_120_1176_p000289,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,98,6,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000289.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000289.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000289.txt
290,t_p_120_1176_p000290,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,101,1,[],00000290.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000290.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000290.txt
291,t_p_120_1176_p000291,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,202,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000291.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000291.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000291.txt
292,t_p_120_1176_p000292,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,149,7,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000292.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000292.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000292.txt
293,t_p_120_1176_p000293,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,129,1,[],00000293.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000293.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000293.txt
294,t_p_120_1176_p000294,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,220,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000294.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000294.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000294.txt
295,t_p_120_1176_p000295,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,150,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000295.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000295.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000295.txt
296,t_p_120_1176_p000296,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,121,1,[],00000296.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000296.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000296.txt
297,t_p_120_1176_p000297,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,274,17,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000297.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000297.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000297.txt
298,t_p_120_1176_p000298,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,75,1,[],00000298.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000298.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000298.txt
299,t_p_120_1176_p000299,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,135,1,[],00000299.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000299.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000299.txt
300,t_p_120_1176_p000300,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,221,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000300.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000300.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000300.txt
301,t_p_120_1176_p000301,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,130,7,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000301.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000301.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000301.txt
302,t_p_120_1176_p000302,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,137,1,[],00000302.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000302.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000302.txt
303,t_p_120_1176_p000303,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,211,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000303.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000303.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000303.txt
304,t_p_120_1176_p000304,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,136,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000304.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000304.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000304.txt
