page_number,page_id,source_member,source_image_path,source_image_sha256,legacy_route,suggested_canonical_route,suggested_route_confidence,suggested_route_reasons,gold_route_label,review_status,review_notes,ocr_word_count,ocr_char_count,part_number_count,part_number_sample,ocr_sample_text,raw_route_reasons,processor_contract,answer_permission,source_truth_mutation_allowed
276,t_p_120_1176_p000276,00000276.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000276.tif,2944bd789add1b735372daa35c82e65ba690abf83f291f0c40d8f7e37d8055b4,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,248,2447,14,"[""120-29068-061"", ""120-29068-063"", ""120-33774-001"", ""120-36842-001"", ""120-37313-001"", ""120-41825-519"", ""120-41825-521"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-42660-001"", ""120-45726-001"", ""120-47462-001"", ""120-61610-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM] PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER TO | ASSY
55 - | 120-41825-519 DOUBLE PASSENGER SEAT ASSyY .......... VS4956 | 159/171| REF
- | 120-41825-521 DOUBLE PASSENGER SEAT ASSY .......... vs4956] A REF
1 | 120-29068-061 . STRUCTURE, ASSY. (SEE FIGURE 25- 159/171] 1
21-00-105) ooeeeccecceesssesssessressressseestesseveeseesseee VS4956
-2 | 120-29068-063 . STRUCTURE, ASSY. (SEE FIGURE 25- A 1
21-00-105) ooececcecccesssesseessressressreessesseveeseeseeee VS4956
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM ...........-. VS4956 2
20 | 120-42221-001 _ LINING ASSY., SEAT BACKREST ............ VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST 0.0.0... VS4956 2
40 | 120-45726-001 COVER, PLASTIC oo.ccecccessssssssssssestseseesees vs4956] B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET 0... VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ........cccsceeseees ","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
277,t_p_120_1176_p000277,00000277.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000277.tif,219b5d294a32664cf8ece4539c8e01ea4880691c5accc05844438bbc2d48bd29,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,128,961,6,"[""120-40636-001"", ""120-41231-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-519""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
55 190 | 120-40636-001 . LINING ASSY, - ARMREST ..............0000.. VS4956 3
200 | 120-41475-001 . COVER, TRIM, FRONT ............00.c cee VS4956 1
210 | 120-41475-003 . COVER, TRIM, FRONT ............00.c cee VS4956 2
220 | 120-41474-002 . COVER, TRIM, REAR-FIXED ARMREST  VS4956 1
230 | 120-41231-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 2
ATTACHING PARTS
240 | PE17001-3PR ~ PLUG, NYLON 00.0... oo c cc cccceeeeeeeeeeeeeeeeeeeee 3
250 | MS24693-C26 SCREW o.oo. ccccccccccccceceeeeeee eee eeee seen 20
260 | H14-04 AO V15653 3

USAGE CODE: LIST

A AIRCRAFT 120172 THRU 120200 AND
120202 THRU 120999

B AIRCRAFT 120104 THRU 120308 AND
120310

-ITEM NOT ILLUSTRATED

Double Passenger Seat (120-41825-519/521)
Figure 55
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1218

Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
278,t_p_120_1176_p000278,00000278.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000278.tif,010bfb45fd69b51f2e2dbbe5429eaf0425f0c421823b7783673d9264e0b5ebed,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,108,769,1,"[""120-36834-001""]","MAINTENANCE MANUAL WITH

-< EMBRAER

ILLUSTRATED PARTS LIST

AS

260

SX

20

?

NY

\\

40

30

q

\

Q

20

270 4180

190

©

A

70

30

ara

=

SF

A

ay

</%c

ELI

(n) ®)

40

Je

fA

(FL

CIE

a

50

SE,

Q)

Le

(A) 8)

210

Y)

SF

240

270

<I

220

<<

270

Ww

©) ©

y

Ie

C7

10

50

SS

170

270 A

(D) a

120

80 go

210 270

110

80

230

200 DB

100

250 \

CN

<,

110

90 90° /

CL

90

270 |

k 7

100 100

130

Cf

120

110

100

270 A

120TP250061A.MCE

Double Passenger Seat (120-36834-001)

Figure 56

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1219

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
279,t_p_120_1176_p000279,00000279.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000279.tif,02f3676db5b658c30c617d02a9235a36a33d57b5d0a771b67fec49a4052fa63f,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,186,1745,9,"[""120-29068-001"", ""120-33774-001"", ""120-36833-017"", ""120-36834-001"", ""120-36838-001"", ""120-36842-001"", ""120-36843-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
56 - | 120-36834-001 DOUBLE PASSENGER SEAT ASSy ......... VS4956 | 028/034] REF
1 | 120-29068-001 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-87) ooo cccecccceessssstttessssteeteesveneeee VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM .......000..-. VS4956 2
20 | 120-46443-001 . FOAM ASSY., SEAT BACKREST 0.0... VS4956 2
30 | 120-36838-001 _ LINING ASSY., SEAT BACKREST ........... VS4956 2
40 | 120-46439-001 . COMPLEMENT, BACKREST ..........-c0c0000 VS4956 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT SEAT BELT oo cccccccccsecscesessestecesssssenteeevenneee VS4956 2
ATTACHING PARTS
90 |MS21042L4 NUT occccccsssssssssssssnsssrsteeseseseeesessente","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
280,t_p_120_1176_p000280,00000280.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000280.tif,a1403c685007ddd64281427941dd6e14aa890ad78089527cdc63b3aa1d562ab0,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,160,1272,10,"[""120-29072-001"", ""120-34691-001"", ""120-34891-001"", ""120-34891-003"", ""120-36834-001"", ""120-36839-001"", ""120-36839-003"", ""120-36844-001"", ""120-36844-002"", ""120-36868-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
56 ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE ................00. E075221 4
-186 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 4
190 | 120-29072-001 . TABLE, SNACK FOLDING, ASSY (SEE
FIGURE 25-21-00-110) o.oo... cceeeeeeeeeeeeees VS4956 2
200 | AM03078-22 ASHTRAY uo. ccccccccccccccccececceeeetstetsassaneeaneees E065846 2
210 | 120-36839-001 . LINING ASSY, - ARMREST ............0:ceee VS4956 2
-211 | 120-36839-003 . LINING ASSY, - ARMREST ..............ceee VS4956 1
220 | 120-34891-001 . COVER, TRIM, FRONT ..............c ccc eeeee VS4956 1
230 | 120-34891-003 . COVER, TRIM, FRONT ..............c ccc eeeee VS4956 2
240 | 120-36844-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-241 | 120-36844-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
250 | 120-36868-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 1
260 | 120-346","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
281,t_p_120_1176_p000281,00000281.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000281.tif,130618d33ae8308959c13db8c96e88f90bf98d7279c79cebe896bf29fc0881a5,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,111,753,0,[],"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

aN

170

SN

20

H

2

N\

40

30

a

me

20

250

“©

A

70

180

30

ea

A

an

L/\, (D)

OS

(a) (8)

40

<n

ee Aan

fA

BA

CIE

50

QQ

SF

Lao

(A) ®)

200

10

230

<

Q

250

C7

r]

210

250

Sc)

(C) ©

x

SY

y

iA

REZ

10

250 A

160

(D) 50

80 go

120

SD

200 250

10

80

220

240

ON

QY

vy 2 ""

C,

110

90

100 100

250 |

@,

7

130

Sf

120

110

100

250 A

120TP250062A.MCE

Double Passenger Seat (120-36834-50 1/509)

Figure 57

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1222

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
282,t_p_120_1176_p000282,00000282.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000282.tif,181df6441fad59e8fe9525477c127f6cdfec890f77c7a4e89c73650a454d9329,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,180,1721,9,"[""120-29068-001"", ""120-33774-001"", ""120-36833-017"", ""120-36834-501"", ""120-36834-509"", ""120-36838-001"", ""120-36842-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
57 - | 120-36834-501 DOUBLE PASSENGER SEAT ASSyY .......... VS4956 | 034/035] REF
- | 120-36834-509 DOUBLE PASSENGER SEAT ASSY .......... vs4956| A REF
1 | 120-29068-001 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-87) ooo ccecccecccsssssesessestesteesseneeeeeee VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM... VS4956 2
20 | 120-46443-001 . FOAM ASSY., SEAT BACKREST ............ VS4956 2
30 | 120-36838-001 _ LIMING ASSY., SEAT BACKREST. .......... VS4956 2
40 | 120-46439-001 . COMPLEMENT, BACKREST ....cc0cc-00 VS4956 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............ VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE 0... ccc E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT SEAT BELT ooocccccceccsssseseecsssesteeesessteeeeenee VS4956 2
ATTACHING PARTS
90 |MS21042L4","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
283,t_p_120_1176_p000283,00000283.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000283.tif,b9f538d646d114139f180b10179493de1f3ab0df348cb4e2844b0ed7ddcb3cb0,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,160,1362,9,"[""120-36833-015"", ""120-36843-001"", ""120-37313-001"", ""120-37735-001"", ""120-40795-001"", ""120-40795-002"", ""120-40796-001"", ""120-40796-003"", ""120-40888-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
57 170 | 120-36833-015 _ KIT, SNACK FOLDING TABLE, ASSY
(SEE FIGURE 25-21-00-110) oo. VS4956 2
180 | 120-36843-001 HOLDER, MAGAZINE ......ccceccccccceseeeeeeen VS4956 | 034/035] 2
-181 | 120-37313-001 HOLDER, MAGAZINE .....cccccccccceeeceeeeeeee vs4956| A 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 4
-186 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 4
190 | AM03078-22 ASHTRAY oo ceccccccssssssseessosseeeesesvtneeeesveneeeee E065846 2
200 | 120-37735-001 LINING ASSY, - ARMREST o.......-.cccc VS4956 3
210 | 120-40796-001 COVER, TRIM, FRONT o...cccccccccseceeecee VS4956 1
220 | 120-40796-003 COVER, TRIM, FRONT o...cccccccccseceeecee VS4956 2
230 | 120-40795-001 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1
-231 | 120-40795-002 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1
240 | 120-40888-001 CO","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
284,t_p_120_1176_p000284,00000284.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000284.tif,06d71b95e7c1b78833040c1d453db957fb825b6825ee0da7e5ef55d42530ac53,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,99,712,1,"[""120-36834-003""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

250

aN

20

SX

40

30

%

2

\

‘N'

\

N

20

260 180

\

A

190

>)

30

260

230

an

40

if

(a) B

A

(Tae

70

<>

ID

ae

(A) 8)

>

10

ae

<

QD

SH

d/

60

ast]

se

oo

50

SX

SX

y

10

SS

150

170

(C) ms

80 g0

120

200 SB

210 260

110

80

220

240

100

SNe

AN

90 90° /

<L

110

90

100 499

260

=,

130

120

260 —4

110

100

120TP250063.MCE

Double Passenger Seat (120-36834-003)

Figure 58

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1225

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
285,t_p_120_1176_p000285,00000285.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000285.tif,9f2d950235ef9517c02e29aa1933534c344c8fb4a61f6289aac917e0c2d58236,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,186,1747,9,"[""120-29068-003"", ""120-33774-001"", ""120-36833-017"", ""120-36834-003"", ""120-36838-001"", ""120-36842-001"", ""120-36843-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
58 - | 120-36834-003 DOUBLE PASSENGER SEAT ASSy ......... VS4956 | 028/034] REF
1 | 120-29068-003 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-91) o.oo cccecccceceessessteeecestneteesveneeee VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM .......000..-. VS4956 2
20 | 120-46443-001 . FOAM ASSY., SEAT BACKREST 0.0... VS4956 2
30 | 120-36838-001 _ LINING ASSY., SEAT BACKREST ........... VS4956 2
40 | 120-46439-001 . COMPLEMENT, BACKREST ..........-c0c0000 VS4956 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT SEAT BELT oo cccccccccsecscesessestecesssssenteeevenneee VS4956 2
ATTACHING PARTS
90 |MS21042L4 NUT occccccsssssssssssssnsssrsteeseseseeesessen","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
286,t_p_120_1176_p000286,00000286.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000286.tif,c4998f85ea88fda8790f3dfe23d3bb0753946aab2e96e82f21b0cd9802f1aeb0,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,137,1150,8,"[""120-29072-001"", ""120-34691-001"", ""120-34859-001"", ""120-34891-003"", ""120-36834-003"", ""120-36839-003"", ""120-36844-001"", ""120-36868-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
58 ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE 0... ccc E075221 4
-186 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 4
190 | 120-29072-001 _ TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-110) oo. ceeecccceen VS4956 2
200 | AM03078-22 ASHTRAY ooccccccccssssseesesssseeesesteeeeensnnsensee E065846 2
210 | 120-36839-003 LINING ASSY, - ARMREST .........ccccc VS4956 1
220 | 120-34891-003 COVER, TRIM, FRONT oo.....cccccccscceeecne VS4956 2
230 | 120-34859-001 COVER, TRIM, LATERAL ......ccccccccccese VS4956 1
240 | 120-36868-001 COVER,TRIM,REAR-MOVABLEARMREST VS4956 1
-241 | 120-36844-001 _ COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
250 | 120-34691-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-110) .....ccccecccccee VS4956 2
ATTACHING PARTS
260 | MS24693-C24 SCREW ooccccccceccessseseesssssteeesseveneeeeseees","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
287,t_p_120_1176_p000287,00000287.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000287.tif,3a1e4c124f4e73cfbe9079d8a90b9b7d0e3d50e8e35b81bfedc0480b140fd19d,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,92,674,1,"[""120-36834-503""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

LYS

20

Wp

he

40

30

°°

a

N

20

220 150

\

\

160

=)

30

=

200

A

an

40

1 @®

70

Se

SE,

1D

SL,

SD

(A) &)

<

10

al

Se

=

&

Q

KF

\4

60 (C

af]

7e

o>

50

S&

S

y

(iP

10

80

120

80 980

OD

180 220

10

80

190

210

100

wae

NY

90

“

90

110

90

100 100

220

130

120

209 —~4

110

100

120TP250064.MCE

Double Passenger Seat (120-36834-503)

Figure 59

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1228

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
288,t_p_120_1176_p000288,00000288.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000288.tif,fccda01b868517afc6454f77ccdf0ac335788ca08cb193c1a331e6b195bc2c99,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,214,1739,9,"[""120-29068-003"", ""120-36833-015"", ""120-36833-017"", ""120-36834-503"", ""120-36838-001"", ""120-36842-001"", ""120-37313-001"", ""120-46439-001"", ""120-46443-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
59 - | 120-36834-503 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
1 | 120-29068-003 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-91) occ ccc eeee eee e eee e eens VS4956 1
10 | 120-337 74-001 . LINING ASSY., SEAT BOTTOM ............... VS4956 2
20 | 120-46443-001 . FOAM ASSY., SEAT BACKREST ............. VS4956 2
30 | 120-36838-001 . LINING ASSY., SEAT BACKREST ............ VS4956 2
40 | 120-46439-001 . COMPLEMENT, BACKREST ................00. VS4956 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ................00. E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT RS) tN Dl VS4956 2
ATTACHING PARTS
90 | MS21042L4 ee 3
100 | PE64005-1 © BUSHING oo cccecccccenssenaeeeeeeeeeees 4
110 | AN960-416L © WASHER on... cece c","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
289,t_p_120_1176_p000289,00000289.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000289.tif,c6cfc988dd39f34bf6c0e12f12f586ba2910717d84b2896da19e5435149a22cc,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,98,779,6,"[""120-36834-503"", ""120-37735-001"", ""120-40310-002"", ""120-40795-002"", ""120-40796-003"", ""120-40888-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
59 180 | 120-37735-001 LINING ASSY, - ARMREST. .............:6: VS4956 2
190 | 120-40796-003 . COVER, TRIM, FRONT .......... eee VS4956 2
200 | 120-40310-002 . COVER, TRIM, LATERAL ......... ee VS4956 1
-211 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST  VS4956 1
210 | 120-40888-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 1
ATTACHING PARTS
220 | MS24693-C24 SCREW 0... ceeccecceereeeeereeeeeteeeeesneeeeen 10

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED
Double Passenger Seat (120-36834-503)

Figure 59
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1230

Sep 30/98

","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
290,t_p_120_1176_p000290,00000290.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000290.tif,c37e2e2827c0c5e545581846156e530d15b90ba6fcd14ec2a09838ba75f3b824,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,101,752,1,"[""120-36834-511""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

AN

20

190

SQ

mH

40

30

°°

\N

\

20

a

<<

A

250

=,

30

180

250

230

S

an

4

(a) (BY

(72D)

1D

SF;

70

Q

Ls

(A) &)

Koy

10

ae

>

<

&

60 (C)

O

t/

Nes.

se

(

50

Sx

SY

y

REE

Sr

10

150

SS

170

160

©

80

120

80 980

210

250

80

220

200 DB

240

100

ON

90

90

<,

AZ] N10

110

90

250 &7

100 4099

130

120

110

100

250 _

120TP250065A.MCE

Double Passenger Seat (120-36834-511)

Figure 60

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1231

T.P. 120/1176

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
